"","country","year","sex","sui_rate_1e5","population","gdp_per_capita"
"3119","Paraguay",1998,"female",2.07326838321003,2170486,2057
"3120","Paraguay",1998,"male",4.19370781490687,2217608,2057
"3121","Paraguay",1999,"female",2.47578903396512,2221514,1868
"3122","Paraguay",1999,"male",4.66815166736689,2270706,1868
"3123","Paraguay",2000,"female",2.06731530517093,2273480,1782
"3124","Paraguay",2000,"male",4.6027879990261,2324678,1782
"3125","Paraguay",2001,"female",2.32343406997667,2324146,1630
"3126","Paraguay",2001,"male",4.12255254992495,2377168,1630
"3127","Paraguay",2002,"female",2.77596101877769,2377555,1315
"3128","Paraguay",2002,"male",4.56345796644091,2432366,1315
"3129","Paraguay",2003,"female",1.85041188112461,2431891,1339
"3130","Paraguay",2003,"male",5.18364155239215,2488598,1339
"3131","Paraguay",2004,"female",3.09956320311277,2484221,1598
"3132","Paraguay",2004,"male",6.17361624486843,2543080,1598
"3133","Paraguay",2005,"female",3.31682685492555,2532541,1704
"3134","Paraguay",2005,"male",5.97552118110224,2593916,1704
"3135","Paraguay",2006,"female",2.67495463238176,2579483,2038
"3136","Paraguay",2006,"male",6.88356971335227,2643977,2038
"3137","Paraguay",2007,"female",2.59579336415965,2619623,2599
"3138","Paraguay",2007,"male",5.91617780681707,2687546,2599
"3139","Paraguay",2008,"female",2.33491140705904,2655347,3438
"3140","Paraguay",2008,"male",5.86763639137428,2726822,3438
"3141","Paraguay",2009,"female",2.60157380348975,2690679,2920
"3142","Paraguay",2009,"male",7.70192884502526,2765541,2920
"3143","Paraguay",2010,"female",2.30905067230026,2728394,3619
"3144","Paraguay",2010,"male",5.70143915014348,2806309,3619
"3145","Paraguay",2011,"female",2.74842706795631,2765218,4474
"3146","Paraguay",2011,"male",7.80239280408508,2845281,4474
"3147","Paraguay",2012,"female",3.13546304910242,2806603,4319
"3148","Paraguay",2012,"male",6.47354501017766,2888680,4319
"3149","Paraguay",2013,"female",2.66555461598652,2851189,5006
"3150","Paraguay",2013,"male",8.41562130113001,2935018,5006
"3151","Paraguay",2014,"female",3.79805270385098,2896221,5254
"3152","Paraguay",2014,"male",9.02268853981035,2981373,5254
"3153","Philippines",1992,"female",0.375180286876689,27453468,958
"3154","Philippines",1992,"male",0.876083830594686,27851216,958
"3155","Philippines",1993,"female",1.2058632761007,28195568,957
"3156","Philippines",1993,"male",1.77009718848047,28586001,957
"3157","Philippines",1997,"female",0.701755217974624,31207463,1312
"3158","Philippines",1997,"male",1.88498541322254,31565231,1312
"3159","Philippines",1998,"female",0.682268135946746,31952247,1124
"3160","Philippines",1998,"male",2.05880013685293,32300367,1124
"3161","Philippines",1999,"female",0.779720682036052,32704019,1262
"3162","Philippines",1999,"male",2.38526352712308,33036182,1262
"3163","Philippines",2000,"female",1.0696850509572,33467795,1205
"3164","Philippines",2000,"male",3.09394150887294,33775687,1205
"3165","Philippines",2001,"female",0.809106839228222,34235281,1109
"3166","Philippines",2001,"male",2.68673761103117,34502811,1109
"3167","Philippines",2002,"female",0.862384334485873,35019189,1158
"3168","Philippines",2002,"male",2.83506768149414,35237254,1158
"3169","Philippines",2003,"female",1.1227858809061,35803799,1169
"3170","Philippines",2003,"male",3.17418933789246,35977690,1169
"3171","Philippines",2006,"female",1.05491742673205,38107248,1599
"3172","Philippines",2006,"male",3.61610745756416,38328507,1599
"3173","Philippines",2007,"female",1.04525721746247,38842114,1915
"3174","Philippines",2007,"male",3.29873407250168,39166540,1915
"3175","Philippines",2008,"female",1.03353743044249,39572829,2188
"3176","Philippines",2008,"male",3.52546765603299,40023059,2188
"3177","Philippines",2009,"female",1.3021948854448,40316546,2073
"3178","Philippines",2009,"male",3.78938838659854,40877309,2073
"3179","Philippines",2010,"female",1.18593873114199,41064516,2412
"3180","Philippines",2010,"male",3.90680497795545,41696476,2412
"3181","Philippines",2011,"female",1.36481536167212,41763891,2662
"3182","Philippines",2011,"male",4.42764854678401,42437876,2662
"3183","Poland",1990,"female",4.85627310044585,18100300,1876
"3184","Poland",1990,"male",23.9737466670573,17064500,1876
"3185","Poland",1991,"female",4.76294995610184,18224000,2416
"3186","Poland",1991,"male",25.9021796730782,17172300,2416
"3187","Poland",1992,"female",5.35024760575056,18335600,2650
"3188","Poland",1992,"male",27.400433126035,17269800,2650
"3189","Poland",1993,"female",5.33250877449943,18434100,2683
"3190","Poland",1993,"male",26.7361811216407,17358500,2683
"3191","Poland",1994,"female",4.81065146263241,18521400,3081
"3192","Poland",1994,"male",26.5388276581836,17438600,3081
"3193","Poland",1995,"female",5.0381761479729,18598000,3937
"3194","Poland",1995,"male",26.0582970143201,17506900,3937
"3195","Poland",1996,"female",4.86833014669259,18671700,4413
"3196","Poland",1996,"male",25.8200733000979,17571600,4413
"3197","Poland",1999,"female",4.68836183121897,18855200,4640
"3198","Poland",1999,"male",27.6241534988713,17720000,4640
"3199","Poland",2000,"female",5.190054232863,18728128,4744
"3200","Poland",2000,"male",27.8145668125432,17505216,4744
"3201","Poland",2001,"female",4.5296994272648,18765042,5249
"3202","Poland",2001,"male",28.5504885584701,17530348,5249
"3203","Poland",2002,"female",5.2773719113476,18797235,5466
"3204","Poland",2002,"male",28.1078408910453,17550263,5466
"3205","Poland",2003,"female",4.72188948321951,18806031,5983
"3206","Poland",2003,"male",28.197356879608,17547744,5983
"3207","Poland",2004,"female",4.83471799302462,18822194,7014
"3208","Poland",2004,"male",29.414107671589,17549402,7014
"3209","Poland",2005,"female",4.81674617484236,18830139,8417
"3210","Poland",2005,"male",29.2909971059035,17541226,8417
"3211","Poland",2006,"female",4.55674647027408,18829224,9485
"3212","Poland",2006,"male",28.2379002281408,17519008,9485
"3213","Poland",2007,"female",4.31405078370949,18822217,11816
"3214","Poland",2007,"male",25.5709053415631,17488626,11816
"3215","Poland",2008,"female",4.31754983513287,18806963,14721
"3216","Poland",2008,"male",27.8991195335771,17455748,14721
"3217","Poland",2009,"female",5.03413098234095,18791724,12141
"3218","Poland",2009,"male",31.7295902322198,17431678,12141
"3219","Poland",2010,"female",4.50657557661366,18639430,13304
"3220","Poland",2010,"male",31.7281197463062,17388361,13304
"3221","Poland",2011,"female",4.07867331490417,18633510,14686
"3222","Poland",2011,"male",30.809117173467,17374727,14686
"3223","Poland",2012,"female",4.34570804996813,18639080,13894
"3224","Poland",2012,"male",31.9896564858827,17374366,13894
"3225","Poland",2013,"female",4.50553569424834,18643732,14552
"3226","Poland",2013,"male",30.943681004596,17379962,14552
"3227","Poland",2014,"female",4.34557327542093,18662670,15119
"3228","Poland",2014,"male",29.4476736165399,17396960,15119
"3229","Poland",2015,"female",3.87131533641114,18675823,13228
"3230","Poland",2015,"male",26.9775825880467,17410752,13228
"3231","Portugal",1985,"female",5.98530751478061,4845198,2912
"3232","Portugal",1985,"male",15.5077547724947,4468732,2912
"3233","Portugal",1986,"female",5.53179807086254,4862795,4145
"3234","Portugal",1986,"male",14.9784250498111,4486453,4145
"3235","Portugal",1987,"female",5.14638175531805,4877213,5138
"3236","Portugal",1987,"male",15.7493398161081,4501776,5138
"3237","Portugal",1988,"female",4.01030730821217,4887406,5995
"3238","Portugal",1988,"male",13.8043351816666,4513075,5995
"3239","Portugal",1989,"female",4.0456174010586,4894185,6436
"3240","Portugal",1989,"male",12.1431028171335,4521085,6436
"3241","Portugal",1990,"female",4.65670676063955,4896164,8356
"3242","Portugal",1990,"male",14.1889427911551,4524650,8356
"3243","Portugal",1991,"female",4.78405315614618,4891250,9483
"3244","Portugal",1991,"male",15.6662920475645,4519257,9483
"3245","Portugal",1992,"female",4.82793623932816,4888217,11445
"3246","Portugal",1992,"male",13.9586204451692,4513340,11445
"3247","Portugal",1993,"female",3.96427088475987,4893712,10098
"3248","Portugal",1993,"male",12.9750219756132,4516370,10098
"3249","Portugal",1994,"female",3.56595446744813,4907522,10566
"3250","Portugal",1994,"male",12.9623867750973,4528487,10566
"3251","Portugal",1995,"female",4.60732873777662,4926933,12469
"3252","Portugal",1995,"male",12.7998986564725,4546911,12469
"3253","Portugal",1996,"female",3.27390918701357,4948213,12887
"3254","Portugal",1996,"male",10.7492818669686,4567747,12887
"3255","Portugal",1997,"female",2.91596608067815,4972623,12237
"3256","Portugal",1997,"male",10.518393468927,4591956,12237
"3257","Portugal",1998,"female",2.80060605114947,4998918,12892
"3258","Portugal",1998,"male",9.0078541559121,4618192,12892
"3259","Portugal",1999,"female",2.74597957747334,5025529,13180
"3260","Portugal",1999,"male",8.76054817354409,4645828,13180
"3261","Portugal",2000,"female",2.11522354057977,5058567,12152
"3262","Portugal",2000,"male",8.90736722575882,4681518,12152
"3263","Portugal",2001,"female",3.43679662274833,5091951,12391
"3264","Portugal",2001,"male",12.4216097855153,4717585,12391
"3265","Portugal",2002,"female",5.13653014303381,5120188,13614
"3266","Portugal",2002,"male",19.9804035914934,4739644,13614
"3267","Portugal",2003,"female",5.19100971554822,5143508,16671
"3268","Portugal",2003,"male",18.709877152504,4751501,16671
"3269","Portugal",2007,"female",5.15844974202957,5214745,24003
"3270","Portugal",2007,"male",15.6753290775476,4790968,24003
"3271","Portugal",2008,"female",4.66247947983545,5233267,26121
"3272","Portugal",2008,"male",16.5507247403944,4797373,26121
"3273","Portugal",2009,"female",4.22836927225003,5250251,24254
"3274","Portugal",2009,"male",16.7303273331254,4799667,24254
"3275","Portugal",2010,"female",5.03156595623487,5266750,23673
"3276","Portugal",2010,"male",17.375441625808,4799878,23673
"3277","Portugal",2011,"female",4.22872590574379,5273456,24337
"3278","Portugal",2011,"male",16.5784189491746,4789359,24337
"3279","Portugal",2012,"female",4.12208749349157,5264323,21573
"3280","Portugal",2012,"male",18.0270060920368,4765073,21573
"3281","Portugal",2013,"female",4.59096064613294,5249446,22641
"3282","Portugal",2013,"male",17.1255005671898,4735628,22641
"3283","Portugal",2014,"female",5.69022745443092,5237049,23091
"3284","Portugal",2014,"male",19.6287364701924,4707384,23091
"3285","Puerto Rico",1985,"female",2.20514112903226,1587200,6582
"3286","Puerto Rico",1985,"male",15.6490336387347,1495300,6582
"3287","Puerto Rico",1986,"female",2.34322007769624,1621700,7002
"3288","Puerto Rico",1986,"male",17.877094972067,1521500,7002
"3289","Puerto Rico",1987,"female",2.30904782159567,1645700,7533
"3290","Puerto Rico",1987,"male",15.1583856967027,1543700,7533
"3291","Puerto Rico",1988,"female",1.7970528333533,1669400,8155
"3292","Puerto Rico",1988,"male",18.1330609117609,1566200,8155
"3293","Puerto Rico",1989,"female",2.06587179789871,1694200,8576
"3294","Puerto Rico",1989,"male",18.3694011071968,1589600,8576
"3295","Puerto Rico",1990,"female",2.29885057471264,1653000,9552
"3296","Puerto Rico",1990,"male",21.4700193423598,1551000,9552
"3297","Puerto Rico",1991,"female",2.15698022768125,1669000,9974
"3298","Puerto Rico",1991,"male",20.3417931386303,1568200,9974
"3299","Puerto Rico",1992,"female",2.05194348361377,1705700,10533
"3300","Puerto Rico",1992,"male",17.6336746302617,1582200,10533
"3301","Puerto Rico",1993,"female",1.97556803391469,1721024,11146
"3302","Puerto Rico",1993,"male",19.5419517320076,1591448,11146
"3303","Puerto Rico",1994,"female",2.01334560515416,1738400,11871
"3304","Puerto Rico",1994,"male",19.9349125106527,1605224,11871
"3305","Puerto Rico",1995,"female",1.9364083497928,1755828,12636
"3306","Puerto Rico",1995,"male",15.7472923920199,1619326,12636
"3307","Puerto Rico",1996,"female",1.91987568240287,1770948,13328
"3308","Puerto Rico",1996,"male",18.211083007588,1630875,13328
"3309","Puerto Rico",1997,"female",1.06275453670335,1787807,14037
"3310","Puerto Rico",1997,"male",15.4411988206328,1644950,14037
"3311","Puerto Rico",1998,"female",1.71752859823626,1804919,15610
"3312","Puerto Rico",1998,"male",17.470774105903,1659915,15610
"3313","Puerto Rico",1999,"female",1.75845238605503,1819782,16560
"3314","Puerto Rico",1999,"male",15.362185949398,1672939,16560
"3315","Puerto Rico",2000,"female",1.47512770781545,1830350,17569
"3316","Puerto Rico",2000,"male",16.5319038984965,1681597,17569
"3317","Puerto Rico",2001,"female",1.8512962613072,1836551,19649
"3318","Puerto Rico",2001,"male",15.1275968299676,1685661,19649
"3319","Puerto Rico",2002,"female",2.01261857451122,1838401,20325
"3320","Puerto Rico",2002,"male",11.9842188009848,1685550,20325
"3321","Puerto Rico",2003,"female",1.19772215023791,1836820,21264
"3322","Puerto Rico",2003,"male",14.2669803817131,1682206,21264
"3323","Puerto Rico",2004,"female",1.25429664770134,1833697,22874
"3324","Puerto Rico",2004,"male",15.25839435201,1677765,22874
"3325","Puerto Rico",2005,"female",2.23976033471852,1830553,23944
"3326","Puerto Rico",2005,"male",14.814407728342,1674046,23944
"3327","Puerto Rico",2006,"female",1.20400100479357,1827241,24943
"3328","Puerto Rico",2006,"male",14.5352749589513,1671795,24943
"3329","Puerto Rico",2007,"female",2.35754144612689,1823934,25625
"3330","Puerto Rico",2007,"male",13.6551721659678,1669697,25625
"3331","Puerto Rico",2008,"female",2.58117096193652,1820879,26840
"3332","Puerto Rico",2008,"male",15.1684840868812,1667932,26840
"3333","Puerto Rico",2009,"female",1.59509195705132,1818077,27661
"3334","Puerto Rico",2009,"male",18.0629225808736,1666397,27661
"3335","Puerto Rico",2010,"female",2.47873930217429,1815439,28267
"3336","Puerto Rico",2010,"male",14.4749960959554,1664940,28267
"3337","Puerto Rico",2011,"female",2.31737690590457,1812394,28876
"3338","Puerto Rico",2011,"male",12.9893246994415,1662904,28876
"3339","Puerto Rico",2012,"female",2.42992027100238,1810759,29247
"3340","Puerto Rico",2012,"male",12.2750107857632,1661913,29247
"3341","Puerto Rico",2013,"female",2.04415823773671,1810036,29510
"3342","Puerto Rico",2013,"male",12.2771087890257,1661629,29510
"3343","Puerto Rico",2014,"female",1.76845800409619,1809486,29515
"3344","Puerto Rico",2014,"male",11.3152810463024,1661470,29515
"3345","Puerto Rico",2015,"female",1.3823190337037,1808555,29728
"3346","Puerto Rico",2015,"male",12.1013915998281,1660966,29728
"3347","Qatar",1995,"female",0,150619,17559
"3348","Qatar",1995,"male",0,312830,17559
"3349","Qatar",2001,"female",2.77990904137617,179862,32510
"3350","Qatar",2001,"male",5.00526943643447,359621,32510
"3351","Qatar",2004,"female",0.437076309152815,228793,45517
"3352","Qatar",2004,"male",4.26987305667403,468398,45517
"3353","Qatar",2005,"female",0.404110613157033,247457,55899
"3354","Qatar",2005,"male",2.91353537487185,549161,55899
"3355","Qatar",2006,"female",1.85095379649133,270131,64762
"3356","Qatar",2006,"male",3.5823087681485,669959,64762
"3357","Qatar",2007,"female",1.35238848711681,295773,71460
"3358","Qatar",2007,"male",4.51381348922663,819706,71460
"3359","Qatar",2008,"female",0.617165850979134,324062,87961
"3360","Qatar",2008,"male",3.14273172324091,986403,87961
"3361","Qatar",2009,"female",0.84649396308722,354403,64911
"3362","Qatar",2009,"male",3.55826793931157,1152246,64911
"3363","Qatar",2010,"female",0.259021726742439,386068,74055
"3364","Qatar",2010,"male",3.52889551707525,1303524,74055
"3365","Qatar",2011,"female",1.19274809160305,419200,90490
"3366","Qatar",2011,"male",3.1361485725994,1434881,90490
"3367","Qatar",2012,"female",1.10245560962488,453533,93270
"3368","Qatar",2012,"male",2.45222042105915,1549616,93270
"3369","Qatar",2013,"female",0.205146720934813,487456,93066
"3370","Qatar",2013,"male",2.18460785985498,1647893,93066
"3371","Qatar",2014,"female",0.577727451297576,519276,91587
"3372","Qatar",2014,"male",3.00160585913464,1732406,91587
"3373","Qatar",2015,"female",1.64179649020395,548180,69937
"3374","Qatar",2015,"male",3.15620385090093,1805967,69937
"3375","Qatar",2016,"female",1.08135697323858,462382,62484
"3376","Qatar",2016,"male",3.5984804131284,1750739,62484
"3377","Republic of Korea",1985,"female",5.4203485751218,18412100,2731
"3378","Republic of Korea",1985,"male",14.7012226434885,18304600,2731
"3379","Republic of Korea",1986,"female",4.76532131115942,18676600,3078
"3380","Republic of Korea",1986,"male",13.6133758839682,18863800,3078
"3381","Republic of Korea",1987,"female",4.75291188386226,18956800,3834
"3382","Republic of Korea",1987,"male",12.5273383059907,19158100,3834
"3383","Republic of Korea",1988,"female",4.30869100826481,19286600,5089
